Position	51484e4a-6754-4d25-934c-7643a178ed76.rna_seq.genomic.gdc_realn.bam
chr6:87675005-87675119	0
chr6:87674945-87675056	0
chr6:87261884-87261994	
chr6:85618797-85618909	0
chr6:84089762-84089873	
chr6:83977370-83977499	
chr6:83431003-83431115	0
chr6:83230132-83230242	0
chr6:83211476-83211587	
chr6:83168410-83168520	0
chr6:81749578-81749692	0
chr6:81749283-81749393	0
chr6:81748336-81748449	
chr6:81748225-81748335	
chr6:80344298-80344414	0
chr6:80343949-80344066	0
chr6:80338954-80339065	0
chr6:80335181-80335297	0
chr6:79700753-79700863	0
chr6:78990895-78991005	0
chr6:78940446-78940565	
chr6:78890364-78890477	
chr6:75858009-75858125	0
chr6:75254683-75254794	0
chr6:75085506-75085617	0
chr6:75085356-75085474	0
chr6:73827345-73827455	
chr6:73826802-73826918	
chr6:73593973-73594086	0
chr6:73452195-73452305	0
chr6:73424800-73424918	0
chr6:72848141-72848252	0
chr6:72663755-72663865	0
chr6:70798616-70798726	0
chr6:63582142-63582252	0
chr6:63580678-63580793	0
chr6:57109253-57109365	0
chr6:57106561-57106681	0
chr6:57004616-57004726	
chr6:54942854-54942965	
chr6:54310467-54310580	0
chr6:54210087-54210216	0
chr6:53922945-53923059	0
chr6:53544603-53544726	0
chr6:53533747-53533861	0
chr6:53497954-53498065	0
chr6:53268733-53268843	1
chr6:53097876-53098025	
chr6:52500478-52500595	0
chr6:52406507-52406617	0
chr6:49431476-49431586	0
chr6:47626967-47627077	0
chr6:47579284-47579398	0
chr6:47497097-47497207	0
chr6:47232610-47232724	0
chr6:45901717-45901827	
chr6:45550033-45550143	
chr6:44155401-44155511	
chr6:43786389-43786501	0
chr6:43786093-43786210	0
chr6:43336880-43336999	0
chr6:43213216-43213326	
chr6:43030516-43030627	
chr6:42942223-42942338	
chr6:42929569-42929696	0
chr6:42886944-42887061	0
chr6:42868340-42868453	
chr6:42868020-42868137	
chr6:42787486-42787596	
chr6:42691745-42691856	
chr6:42207562-42207675	0
chr6:42126347-42126460	0
chr6:42104921-42105040	0
chr6:42102513-42102628	0
chr6:42100729-42100839	
chr6:42094799-42094943	
chr6:42079945-42080058	
chr6:41941733-41941846	0
chr6:41099666-41099780	
chr6:39201203-39201318	0
chr6:39104961-39105071	1
chr6:38550272-38550384	0
chr6:38457430-38457543	0
chr6:38152577-38152687	0
chr6:37331473-37331585	
chr6:37328992-37329102	0
chr6:37175329-37175440	0
chr6:36926549-36926665	
chr6:36603026-36603140	0
chr6:36490493-36490604	0
chr6:36484776-36484892	0
chr6:36455544-36455670	0
chr6:36211380-36211493	0
chr6:35835127-35835237	0
chr6:35834114-35834231	0
chr6:35833962-35834072	0
chr6:35575392-35575502	0
chr6:35573593-35573705	0
chr6:35486579-35486689	0
chr6:35473579-35473700	
chr6:35016763-35016875	0
chr6:35006137-35006257	0
chr6:35000411-35000524	0
chr6:34288323-34288435	0
chr6:34284482-34284601	0
chr6:33440638-33440755	
chr6:33409807-33409917	
chr6:33318561-33318675	0
chr6:33301567-33301679	0
chr6:32981124-32981235	0
chr6:32977856-32977967	0
chr6:32948684-32948794	0
chr6:32860418-32860529	0
chr6:32859783-32859893	0
chr6:32685919-32686031	0
chr6:32652833-32652943	0
chr6:32643087-32643197	0
chr6:32517706-32517816	0
chr6:32185648-32185760	0
chr6:32185559-32185681	0
chr6:32185513-32185624	0
chr6:32168161-32168274	0
chr6:32095685-32095797	
chr6:31658753-31658867	0
chr6:31418487-31418604	0
chr6:31416576-31416688	0
chr6:31412350-31412461	0
chr6:31401610-31401726	0
chr6:31063027-31063146	0
chr6:31035390-31035508	0
chr6:31028660-31028775	0
chr6:30953590-30953701	0
chr6:30626046-30626161	0
chr6:30600407-30600518	0
chr6:30578073-30578183	0
chr6:27359778-27359889	
chr6:26636702-26636813	
chr6:26526529-26526642	
chr6:26460100-26460210	0
chr6:26414640-26414755	1
chr6:26376165-26376286	0
chr6:25985243-25985362	
chr6:25977639-25977752	0
chr6:25771528-25771639	
chr6:25449824-25449938	0
chr6:24720235-24720349	0
chr6:24719105-24719225	0
chr6:24705460-24705570	0
chr6:24705264-24705394	0
chr6:24705023-24705136	0
chr6:24419194-24419309	0
chr6:21597472-21597591	0
chr6:21596941-21597051	0
chr6:21596219-21596331	0
chr6:21594075-21594191	0
chr6:21205951-21206063	0
chr6:21122570-21122702	0
chr6:21016102-21016218	
chr6:20904742-20904853	0
chr6:20141309-20141429	0
chr6:20100774-20100884	
chr6:19839566-19839676	
chr6:18467350-18467469	
chr6:18457885-18458004	
chr6:18263797-18263917	0
chr6:18186977-18187087	0
chr6:17697020-17697133	0
chr6:17615211-17615321	0
chr6:17608992-17609103	
chr6:16730437-16730557	
chr6:16327583-16327727	
chr6:16301543-16301656	
chr6:16300621-16300732	
chr6:16146817-16146931	0
chr6:16130979-16131098	0
chr6:15586482-15586593	0
chr6:15557196-15557315	0
chr6:15549441-15549567	0
chr6:15521690-15521800	
chr6:15521021-15521141	0
chr6:15515155-15515268	0
chr6:15277728-15277844	0
chr6:15265316-15265429	0
chr6:15246200-15246313	0
chr6:14129783-14129914	0
chr6:13695351-13695475	0
chr6:13651352-13651462	0
chr6:13362428-13362539	
chr6:13284528-13284646	
chr6:12296492-12296602	0
chr6:11714356-11714470	0
chr6:11713930-11714043	0
chr6:11366394-11366507	
chr6:11195408-11195521	0
chr6:11184788-11184898	0
chr6:10789112-10789228	
chr6:10756580-10756691	0
chr6:10709553-10709669	0
chr6:10709514-10709624	0
chr6:8015122-8015232	
chr6:8014228-8014338	
chr6:7910631-7910742	0
chr6:7565398-7565510	0
chr6:7288989-7289104	0
chr6:7287874-7287987	0
chr6:7285628-7285739	
chr6:7284665-7284778	1
chr6:7249012-7249154	0
chr6:7218775-7218897	0
chr6:5269431-5269544	0
chr6:5267701-5267820	0
chr6:4909985-4910097	0
chr6:3723031-3723142	1
chr6:3373625-3373739	0
chr6:3315117-3315228	0
chr6:3280440-3280563	0
chr6:3270785-3270899	0
chr6:3111461-3111576	0
chr6:3084426-3084536	0
chr6:2889648-2889766	
chr6:2888811-2888922	0
chr6:2766059-2766174	0
chr6:2028949-2029059	0
chr6:1612134-1612246	0
chr6:1395152-1395271	1
chr6:1390829-1390942	0
chr6:409822-409934	
chr6:407579-407698	
chr5:181260560-181260675	
chr5:181260377-181260491	
chr5:181257949-181258069	
chr5:181236891-181237001	0
chr5:180947581-180947691	0
chr5:180834887-180834999	0
chr5:180831365-180831478	0
chr5:180575842-180575954	
chr5:180558571-180558682	0
chr5:179812947-179813057	1
chr5:179731426-179731538	0
chr5:179728856-179728968	0
chr5:179614734-179614856	0
chr5:179614297-179614410	1
chr5:178270322-178270434	
chr5:178226896-178227010	0
chr5:178226028-178226145	0
chr5:178220671-178220787	0
chr5:178217809-178217924	0
chr5:177602824-177602950	0
chr5:177596046-177596157	0
chr5:177331976-177332086	0
chr5:177295473-177295585	0
chr5:176970799-176970909	0
chr5:176915191-176915306	0
chr5:176591568-176591682	0
chr5:176508909-176509019	0
chr5:176507002-176507120	0
chr5:175527526-175527636	0
chr5:173956553-173956669	
chr5:173912576-173912692	
chr5:173888363-173888481	0
chr5:173136908-173137022	
chr5:172952470-172952583	0
chr5:172687248-172687366	0
chr5:172380174-172380284	0
chr5:172335372-172335486	0
chr5:172333490-172333603	
chr5:172211297-172211442	0
chr5:171862328-171862438	
chr5:171457108-171457222	
chr5:171392914-171393025	0
chr5:170284406-170284519	0
chr5:169011896-169012010	0
chr5:168842340-168842452	0
chr5:168453974-168454088	0
chr5:168452750-168452860	0
chr5:163518331-163518443	0
chr5:160900858-160900984	
chr5:160900742-160900852	
chr5:160632570-160632692	0
chr5:159203583-159203694	0
chr5:158696847-158696960	
chr5:157787084-157787194	0
chr5:157786717-157786827	0
chr5:157740852-157740968	
chr5:157478240-157478363	
chr5:157393157-157393274	
chr5:154816967-154817082	0
chr5:154814849-154814965	0
chr5:154415622-154415732	0
chr5:151806740-151806850	0
chr5:151805168-151805279	0
chr5:151804335-151804451	0
chr5:151740279-151740392	
chr5:151662248-151662359	0
chr5:151488964-151489074	0
chr5:151268111-151268224	0
chr5:151267765-151267877	0
chr5:150788583-150788699	0
chr5:150756340-150756450	0
chr5:150658161-150658275	0
chr5:150554314-150554427	
chr5:150554229-150554340	0
chr5:150398329-150398440	0
chr5:150396771-150396881	0
chr5:149854337-149854457	0
chr5:149847654-149847768	
chr5:149777966-149778077	0
chr5:149493573-149493686	
chr5:149493311-149493433	
chr5:149431277-149431413	
chr5:149353549-149353664	
chr5:148828046-148828157	
chr5:148415166-148415278	0
chr5:148315670-148315781	
chr5:147502326-147502451	0
chr5:146510996-146511108	0
chr5:146509362-146509476	0
chr5:146487681-146487799	0
chr5:146482231-146482343	0
chr5:146288012-146288122	
chr5:146113614-146113724	0
chr5:146113008-146113122	
chr5:146069932-146070046	0
chr5:145998975-145999085	0
chr5:145978635-145978748	0
chr5:145760436-145760554	0
chr5:145757766-145757883	
chr5:143227950-143228068	0
chr5:143227808-143227918	0
chr5:142313786-142313902	0
chr5:142311885-142312011	0
chr5:142311514-142311646	0
chr5:142154315-142154425	0
chr5:142153558-142153669	0
chr5:140669851-140669963	0
chr5:140669439-140669549	0
chr5:140333885-140333996	0
chr5:140116769-140116890	0
chr5:140115211-140115326	1
chr5:139562346-139562456	0
chr5:138934852-138934969	0
chr5:138555308-138555421	0
chr5:138468736-138468851	0
chr5:138468535-138468647	0
chr5:138436851-138436967	0
chr5:138404996-138405111	0
chr5:138381912-138382025	0
chr5:138347802-138347917	0
chr5:138188649-138188760	0
chr5:138187533-138187643	0
chr5:137975769-137975880	0
chr5:137939176-137939287	0
chr5:137752062-137752178	0
chr5:136182309-136182419	0
chr5:136182183-136182297	1
chr5:136179418-136179528	
chr5:136177874-136177985	0
chr5:135028417-135028527	0
chr5:134962022-134962157	0
chr5:134859049-134859159	0
chr5:134856590-134856733	0
chr5:134830119-134830234	1
chr5:134727759-134727873	0
chr5:134725547-134725657	0
chr5:134602833-134602952	0
chr5:134402572-134402683	0
chr5:134371506-134371617	0
chr5:134147923-134148047	0
chr5:133005556-133005671	0
chr5:132877466-132877582	0
chr5:132815758-132815868	1
chr5:132710955-132711066	
chr5:132482613-132482736	0
chr5:132474015-132474134	1
chr5:131642517-131642631	
chr5:131561610-131561733	
chr5:131392095-131392205	0
chr5:131374536-131374647	0
chr5:131295228-131295340	0
chr5:131204692-131204811	
chr5:131204417-131204564	
chr5:131204053-131204165	
chr5:128188684-128188804	0
chr5:128102546-128102677	0
chr5:128071288-128071400	0
chr5:127554322-127554432	0
chr5:126970424-126970536	0
chr5:126970032-126970142	0
chr5:126493426-126493536	
chr5:123615543-123615663	1
chr5:123614510-123614623	
chr5:123512430-123512541	0
chr5:123023757-123023887	
chr5:123023456-123023566	
chr5:123008506-123008624	
chr5:122829725-122829861	0
chr5:119393873-119393983	0
chr5:118973931-118974042	0
chr5:116574388-116574499	0
chr5:116446214-116446336	0
chr5:116444200-116444312	0
chr5:116168108-116168224	0
chr5:115913655-115913766	0
chr5:115614875-115614989	0
chr5:115522892-115523012	0
chr5:115521060-115521170	0
chr5:113594484-113594594	
chr5:113593895-113594005	0
chr5:113132377-113132494	
chr5:113090308-113090419	
chr5:113025193-113025306	
chr5:112878000-112878117	0
chr5:112877931-112878072	0
chr5:111499639-111499751	1
chr5:111128000-111128110	
chr5:110764624-110764734	0
chr5:110754352-110754462	0
chr5:109868888-109868998	0
chr5:109867107-109867228	0
chr5:107859340-107859467	0
chr5:107376938-107377050	
chr5:100852393-100852505	
chr5:100850733-100850849	
chr5:98901208-98901319	0
chr5:98855618-98855731	
chr5:98796286-98796397	0
chr5:97031846-97031956	
chr5:96785644-96785756	0
chr5:96775214-96775327	0
chr5:95887677-95887787	0
chr5:95886609-95886723	
chr5:95464357-95464469	0
chr5:95005720-95005835	0
chr5:93683162-93683273	0
chr5:93620423-93620538	
chr5:93618089-93618201	0
chr5:93583485-93583606	
chr5:93583274-93583387	
chr5:93583254-93583374	0
chr5:88882969-88883079	0
chr5:88722521-88722634	
chr5:88720286-88720398	
chr5:88270461-88270573	0
chr5:88228444-88228554	0
chr5:88196050-88196160	1
chr5:87314690-87314801	0
chr5:83943263-83943378	
chr5:83581267-83581392	1
chr5:81636504-81636614	0
chr5:80876578-80876691	0
chr5:80628159-80628269	1
chr5:80626804-80626924	1
chr5:80456869-80456979	
chr5:80182494-80182605	0
chr5:80140255-80140382	0
chr5:79686463-79686573	0
chr5:79326293-79326407	
chr5:79320293-79320407	
chr5:78702474-78702588	
chr5:78624753-78624866	0
chr5:78476754-78476864	0
chr5:78476539-78476651	0
chr5:77076640-77076756	0
chr5:76834090-76834200	0
chr5:76477825-76477936	0
chr5:76471658-76471769	0
chr5:76469349-76469463	0
chr5:75599036-75599152	
chr5:75027393-75027506	
chr5:74692284-74692402	0
chr5:74627406-74627519	0
chr5:73838208-73838318	
chr5:73090160-73090270	0
chr5:72992915-72993027	0
chr5:72956032-72956143	0
chr5:72911269-72911380	
chr5:72909070-72909185	0
chr5:72908896-72909009	0
chr5:72208842-72208953	
chr5:72207912-72208033	
chr5:71558782-71558894	
chr5:71506736-71506874	
chr5:71033362-71033500	
chr5:70908495-70908610	0
chr5:70074942-70075052	0
chr5:69579767-69579877	0
chr5:69443959-69444072	0
chr5:69277025-69277135	0
chr5:69269108-69269220	0
chr5:68301447-68301557	0
chr5:68299176-68299286	0
chr5:68298521-68298633	0
chr5:68288634-68288746	0
chr5:67057560-67057681	0
chr5:66179217-66179327	1
chr5:66080428-66080539	0
chr5:66079322-66079437	0
chr5:66040794-66040905	0
chr5:65942858-65942975	0
chr5:65926510-65926623	0
chr5:65824094-65824204	0
chr5:65625663-65625773	0
chr5:64896626-64896737	0
chr5:64787174-64787301	0
chr5:64728063-64728173	0
chr5:64721525-64721637	
chr5:64720462-64720575	
chr5:62438300-62438411	0
chr5:61545030-61545140	0
chr5:61423371-61423481	0
chr5:61378509-61378622	0
chr5:61159418-61159529	0
chr5:61151769-61151886	0
chr5:61151286-61151398	0
chr5:60908168-60908281	
chr5:59169270-59169382	
chr5:59124916-59125039	
chr5:58970858-58970973	
chr5:58457106-58457216	0
chr5:57237796-57237907	0
chr5:57211108-57211221	0
chr5:56895316-56895431	
chr5:56894320-56894430	
chr5:56881971-56882097	
chr5:56852033-56852147	0
chr5:55685573-55685683	0
chr5:55368754-55368864	0
chr5:55164234-55164344	0
chr5:54545360-54545473	
chr5:54544585-54544697	0
chr5:54286067-54286177	0
chr5:54168349-54168462	0
chr5:54043155-54043266	0
chr5:54017571-54017692	0
chr5:53965574-53965687	0
chr5:53925947-53926069	0
chr5:53884922-53885033	0
chr5:53093053-53093169	0
chr5:53092574-53092690	0
chr5:53045820-53045933	0
chr5:52955888-52956009	0
chr5:52955296-52955445	0
chr5:52955110-52955220	0
chr5:50709794-50709926	0
chr5:50707577-50707714	0
chr5:50677264-50677382	0
chr5:43704778-43704888	0
chr5:43677797-43677907	0
chr5:43453696-43453806	0
chr5:43290042-43290158	0
chr5:41921383-41921496	0
chr5:41918955-41919067	
chr5:41794703-41794818	0
chr5:40829627-40829748	0
chr5:40827682-40827794	0
chr5:40726566-40726677	0
chr5:40726125-40726237	0
chr5:39374156-39374276	0
chr5:39372578-39372693	1
chr5:39116793-39116904	
chr5:38940213-38940323	
chr5:38894930-38895040	0
chr5:38480064-38480178	
chr5:38476472-38476584	
chr5:37669350-37669463	0
chr5:37385468-37385593	0
chr5:37065290-37065402	
chr5:37042793-37042904	0
chr5:36960321-36960434	0
chr5:36194075-36194186	
chr5:36193519-36193630	0
chr5:36183621-36183732	0
chr5:36182945-36183055	0
chr5:35878382-35878493	0
chr5:34923530-34923641	0
chr5:34918868-34918982	0
chr5:34803517-34803632	0
chr5:34778712-34778823	0
chr5:34692222-34692333	0
chr5:32603842-32603955	0
chr5:32403965-32404076	0
chr5:32355515-32355626	0
chr5:32228591-32228701	
chr5:32228567-32228679	
chr5:32110127-32110239	
chr5:31553408-31553523	0
chr5:31483596-31483712	0
chr5:17276583-17276702	0
chr5:17275937-17276050	0
chr5:16780260-16780371	0
chr5:16674422-16674538	0
chr5:14871667-14871789	0
chr5:14711038-14711153	0
chr5:14696996-14697113	
chr5:14144854-14144975	0
chr5:10435329-10435444	0
chr5:10279494-10279609	0
chr5:6609876-6609989	0
chr5:2747269-2747379	
chr5:2746695-2746815	
chr5:1462959-1463070	0
chr5:796202-796319	
chr5:660154-660279	
chr5:217106-217216	0
chr4:186588079-186588192	0
chr4:186210789-186210901	0
chr4:185587254-185587371	
chr4:185362159-185362269	0
chr4:185203744-185203854	0
chr4:185160883-185160995	
chr4:185160324-185160440	
chr4:184712967-184713078	0
chr4:184435934-184436045	0
chr4:184388156-184388296	0
chr4:184387771-184387882	0
chr4:184369792-184369920	
chr4:184339404-184339514	
chr4:184336214-184336328	
chr4:176329643-176329753	0
chr4:176329000-176329110	0
chr4:176328386-176328505	1
chr4:173588353-173588466	
chr4:173587016-173587129	
chr4:173584184-173584318	
chr4:173526563-173526673	
chr4:173364079-173364198	
chr4:169720476-169720609	0
chr4:169208099-169208213	0
chr4:169116197-169116309	0
chr4:169107159-169107269	0
chr4:169096204-169096318	0
chr4:169094865-169094976	0
chr4:169094684-169094794	1
chr4:169010125-169010239	1
chr4:168989911-168990024	0
chr4:168928291-168928403	0
chr4:168777053-168777169	0
chr4:165379150-165379262	0
chr4:165343130-165343244	
chr4:165342316-165342426	1
chr4:165077881-165077997	
chr4:164801386-164801497	1
chr4:163520315-163520425	0
chr4:163128783-163128894	
chr4:159358622-159358734	0
chr4:159350066-159350177	
chr4:159219297-159219423	
chr4:158905644-158905760	0
chr4:158254385-158254509	0
chr4:158125847-158125957	0
chr4:158125358-158125471	0
chr4:156762575-156762692	
chr4:155730369-155730483	1
chr4:155713289-155713399	0
chr4:154536579-154536691	0
chr4:153592158-153592269	
chr4:153338903-153339015	0
chr4:153336320-153336432	0
chr4:153336083-153336194	0
chr4:152910900-152911011	0
chr4:152645073-152645184	0
chr4:151132344-151132457	0
chr4:151120713-151120823	0
chr4:150584422-150584532	0
chr4:150256641-150256751	
chr4:148419045-148419156	0
chr4:148304278-148304402	0
chr4:147857484-147857594	
chr4:147681733-147681847	0
chr4:147637211-147637323	0
chr4:147634843-147634955	0
chr4:147634678-147634790	0
chr4:147543126-147543236	0
chr4:145938572-145938688	0
chr4:145760670-145760787	
chr4:145558043-145558153	0
chr4:145552842-145552970	0
chr4:143553924-143554036	0
chr4:142368658-142368770	0
chr4:140860086-140860200	
chr4:140654755-140654865	
chr4:139730380-139730508	0
